step,loss,accuracy
0,2.1964426040649414,13.948745233661434
20,2.1876778602600098,21.069433359936152
40,2.1723928451538086,9.452868670745765
60,2.160898208618164,16.26319056486654
80,2.1629891395568848,17.07901037509976
100,2.126539468765259,23.79178859625787
120,2.151883125305176,17.4780526735834
140,2.119917392730713,17.353906180721822
160,2.132993459701538,17.41597942715261
180,2.098433256149292,17.43371464041855
200,2.131214141845703,18.675179569034317
220,2.1100659370422363,17.82388933226922
240,2.108208179473877,18.311607697082557
260,2.086379289627075,18.391416156779286
280,2.1095051765441895,28.394076438769176
300,2.1225295066833496,18.48895982974195
320,2.093669891357422,28.801986343885787
340,2.082440137863159,18.382548550146314
360,2.0611472129821777,17.90369779196595
380,2.065427303314209,28.784251130619847
400,2.091261863708496,17.797286512370313
420,2.1112442016601562,29.511394874523365
440,2.0811047554016113,18.081049924625344
460,2.0698747634887695,22.27542786202004
480,2.0667307376861572,23.632171676864413
500,2.068809986114502,29.28083710206615
520,2.0429842472076416,28.465017291832936
540,2.0566868782043457,28.704442670923118
560,2.0746240615844727,28.216724306109782
580,2.0587809085845947,17.0967455883657
600,2.0566418170928955,17.194289261328368
620,2.072563886642456,17.540125920014187
640,2.0641069412231445,19.65948390529396
660,2.0401744842529297,18.852531701693714
680,2.033376693725586,27.968431320386628
700,2.0337419509887695,28.713310277556086
720,2.073315143585205,19.570807838964264
740,2.076476573944092,19.75702757825663
760,2.024928092956543,30.220803405160947
780,2.0312893390655518,28.509355324997784
800,2.0187222957611084,19.783630398155537
820,2.003157615661621,16.671100469983152
840,2.0121984481811523,16.36073423782921
860,2.024590015411377,17.371641393987762
880,2.014235496520996,17.54899352664716
900,1.985904335975647,17.84162454553516
920,2.0052273273468018,17.939168218497827
940,2.0062637329101562,18.027844284827523
960,1.9956002235412598,17.7706836924714
980,1.9732468128204346,18.054447104726435
1000,2.016230583190918,17.5667287399131
1020,2.008723497390747,17.619934379710916
1040,1.9888136386871338,17.318435754189945
1060,2.011688470840454,17.353906180721822
1080,2.0120556354522705,18.107652744524252
1100,1.9805623292922974,17.96577103839674
1120,1.991992473602295,16.963731488871154
1140,2.0132837295532227,17.45144985368449
1160,1.995157241821289,17.5667287399131
1180,2.0070362091064453,17.646537199609824
1200,2.008138656616211,18.178593597588012
1220,1.992253065109253,17.540125920014187
1240,1.9951578378677368,18.515562649640863
1260,2.0106282234191895,17.81502172563625
1280,1.9819493293762207,17.90369779196595
1300,1.9833998680114746,17.82388933226922
1320,2.028170347213745,17.345038574088854
1340,1.9947649240493774,17.593331559812007
1360,1.9880568981170654,17.699742839407644
1380,1.9979201555252075,17.185421654695396
