step,loss,accuracy
0,2.1656999588012695,16.405072270994058
20,2.1446285247802734,17.318435754189945
40,2.115420341491699,15.846413053116963
60,2.1082839965820312,17.158818834796488
80,2.0939414501190186,17.983506251662675
100,2.0955677032470703,12.051077414205906
120,2.096200942993164,17.336170967455885
140,2.1035780906677246,17.557861133280127
160,2.0943639278411865,17.51352310011528
180,2.096078634262085,17.992373858295647
200,2.050814390182495,17.46031746031746
220,2.093726634979248,18.515562649640863
240,2.084139108657837,18.010109071561587
260,2.0749547481536865,18.001241464928615
280,2.0680580139160156,17.735213265939525
300,2.0852773189544678,18.710649995566197
320,2.0716419219970703,18.870266914959654
340,2.0703206062316895,12.68067748514676
360,2.0543246269226074,18.293872483816617
380,2.071509838104248,12.946705684135852
400,2.0775809288024902,14.737962223995744
420,2.0904173851013184,20.563979781856876
440,2.0624141693115234,11.87372528154651
460,2.0643415451049805,18.125387957790192
480,2.055903434753418,18.6219739292365
500,2.033783435821533,18.728385208832137
520,2.0335190296173096,18.28500487718365
540,2.085498809814453,14.959652389819988
560,2.0670177936553955,13.691584641305312
580,2.0755057334899902,12.725015518311608
600,2.0806093215942383,18.95894298128935
620,2.0783042907714844,19.269309213443293
640,2.0672295093536377,18.515562649640863
660,2.078432083129883,24.350447814134967
680,2.072528600692749,18.400283763412254
700,1.9728449583053589,18.036711891460495
720,1.9994535446166992,19.065354260884988
740,1.9795634746551514,18.70178238893323
760,1.951500415802002,20.17380509000621
780,1.9391058683395386,20.79453755431409
800,1.9346305131912231,19.065354260884988
820,1.9609071016311646,20.386627649197482
840,1.9328163862228394,19.71268954509178
860,1.9551525115966797,20.37776004256451
880,2.060370922088623,22.594661700806952
900,2.064974308013916,19.35798527977299
920,2.0501441955566406,21.104903786468032
940,2.070952892303467,16.35186663119624
960,2.058678150177002,19.561940232331295
980,2.070925235748291,22.20448700895628
1000,2.0213747024536133,16.529218763855635
1020,2.0443520545959473,15.172474949011262
1040,2.0232133865356445,22.044870089562828
1060,2.0211997032165527,18.26726966391771
1080,2.0268843173980713,19.943247317548995
1100,2.017503261566162,16.75090892967988
1120,2.0397520065307617,19.162897933847656
1140,2.020275592803955,18.932340161390442
1160,2.068056583404541,12.893500044338033
1180,2.0442006587982178,19.065354260884988
1200,2.058363914489746,18.728385208832137
1220,2.009760856628418,20.688126274718453
1240,2.011230945587158,25.441163429990247
1260,1.9833273887634277,20.705861487984393
1280,2.006667137145996,14.720227010729804
1300,2.0436625480651855,19.517602199166443
1320,1.993750810623169,12.538795779019242
1340,2.0013561248779297,12.467854925955484
1360,1.9902496337890625,10.339629334042742
1380,1.995383381843567,17.380509000620734
