step,loss,accuracy
0,2.1477723121643066,16.47615293653922
20,2.0267715454101562,7.094994087504927
40,1.9304234981536865,7.134410721324399
60,1.9428702592849731,11.94324004729996
80,1.6992297172546387,10.484824595979504
100,1.8005653619766235,12.770989357508869
120,1.6693331003189087,9.420575482853764
140,1.5749398469924927,10.248324793062672
160,1.7888555526733398,12.14032321639732
180,1.6923315525054932,17.619235317303904
200,1.6861956119537354,12.928655892786756
220,1.3373565673828125,11.509657075285771
240,1.7754542827606201,12.81040599132834
260,1.6261627674102783,14.781237682301931
280,1.5051977634429932,17.422152148206543
300,1.5301241874694824,15.766653527788726
320,1.7207133769989014,14.229404808829326
340,1.6308410167694092,13.007489160425699
360,1.494059443473816,16.870319274733937
380,1.3921949863433838,12.692156089869925
400,1.3086198568344116,15.84548679542767
420,1.4360601902008057,16.121403232163974
440,1.1960166692733765,13.007489160425699
460,1.467963695526123,14.544737879385101
480,1.40180242061615,17.303902246748127
500,1.4689457416534424,14.544737879385101
520,1.3137500286102295,14.032321639731967
540,1.589681625366211,19.984233346472212
560,1.3328412771224976,15.924320063066615
580,1.3675341606140137,11.115490737091053
600,1.3612151145935059,17.264485612928656
620,1.4363934993743896,19.78715017737485
640,1.3520150184631348,13.67757193535672
660,1.2331217527389526,11.746156878202601
680,1.29550039768219,14.465904611746156
700,1.1337602138519287,13.87465510445408
720,1.4076883792877197,13.795821836815136
740,1.408323884010315,23.058730784391013
760,1.427339792251587,18.131651556957035
780,1.28361177444458,15.884903429247142
800,1.3609371185302734,12.455656286953094
820,1.0499247312545776,10.130074891604258
840,1.2561695575714111,13.67757193535672
860,1.0631659030914307,14.623571147024045
880,1.3338758945465088,14.781237682301931
900,1.2888950109481812,18.092234923137564
920,0.9864619970321655,13.086322428064642
940,1.3177363872528076,15.057154119038234
960,1.272383451461792,16.594402837997634
980,1.167205810546875,18.722901064249115
1000,1.1511881351470947,18.919984233346472
1020,1.2426044940948486,19.07765076862436
1040,1.1738388538360596,17.14623571147024
1060,1.2282578945159912,15.135987386677177
1080,1.2902507781982422,15.490737091052424
1100,1.0356576442718506,18.17106819077651
1120,1.1633402109146118,19.590067008277494
1140,1.09488844871521,21.757981868348445
1160,1.1285980939865112,15.017737485218762
1180,1.0573184490203857,18.407567993693338
1200,1.2599005699157715,14.899487583760347
1220,1.1116002798080444,13.598738667717777
1240,0.9695841670036316,15.569570358691367
1260,1.2304320335388184,9.972408356326369
1280,1.0286461114883423,17.81631848640126
1300,1.2965929508209229,22.11273157272369
1320,1.3148448467254639,15.293653921955064
1340,0.9744382500648499,11.391407173827355
1360,1.0633058547973633,16.436736302719748
1380,1.0616850852966309,18.998817500985417
1400,1.2045434713363647,17.382735514387072
1420,1.1747665405273438,17.3433188805676
1440,1.2032089233398438,19.03823413480489
1460,1.1429402828216553,15.293653921955064
1480,1.15370512008667,15.963736696886086
1500,1.0987005233764648,15.60898699251084
1520,1.1852447986602783,16.00315333070556
1540,1.1667368412017822,15.135987386677177
1560,1.1785032749176025,12.17973985021679
1580,1.2659516334533691,15.766653527788726
1600,1.159094214439392,18.64406779661017
1620,1.3397607803344727,16.75206937327552
1640,1.3061645030975342,19.74773354355538
1660,1.0614721775054932,22.428064643279463
1680,1.067744255065918,17.14623571147024
1700,1.081080436706543,14.426487977926685
1720,1.0555992126464844,13.953488372093023
1740,1.3389208316802979,15.884903429247142
1760,1.1701406240463257,17.619235317303904
1780,1.2481389045715332,17.57981868348443
1800,1.1090540885925293,15.84548679542767
1820,1.2734543085098267,14.584154513204572
1840,1.147136926651001,16.200236499802916
1860,1.0140371322631836,19.984233346472212
1880,0.9824486374855042,16.67323610563658
1900,1.1146936416625977,22.07331493890422
1920,1.3196154832839966,17.77690185258179
1940,1.232248306274414,13.046905794245172
1960,0.8597347736358643,15.84548679542767
