step,loss,accuracy
0,2.1988213062286377,0.039416633819471816
20,2.1968438625335693,18.368151359873867
40,2.198917865753174,49.38904217579819
60,2.1992204189300537,18.368151359873867
80,2.200021505355835,1.4584154513204572
100,2.197563648223877,49.38904217579819
120,2.197218656539917,9.499408750492709
140,2.198688507080078,14.387071344107213
160,2.1974892616271973,9.499408750492709
180,2.1986212730407715,14.387071344107213
200,2.1987104415893555,5.1635790303508085
220,2.1971230506896973,5.1635790303508085
240,2.1941347122192383,5.1635790303508085
260,2.2003910541534424,5.1635790303508085
280,2.1959571838378906,5.1635790303508085
300,2.198478937149048,5.1635790303508085
320,2.198727607727051,5.1635790303508085
340,2.199117660522461,5.1635790303508085
360,2.197554349899292,5.1635790303508085
380,2.197300672531128,5.1635790303508085
400,2.1975865364074707,5.1635790303508085
420,2.1985833644866943,5.1635790303508085
440,2.196770191192627,5.1635790303508085
460,2.1963300704956055,5.1635790303508085
480,2.1973140239715576,9.499408750492709
500,2.1967878341674805,9.578242018131652
520,2.197859287261963,18.368151359873867
540,2.197279453277588,9.499408750492709
560,2.198634624481201,9.499408750492709
580,2.1967670917510986,18.368151359873867
600,2.198601245880127,18.368151359873867
620,2.196929454803467,18.368151359873867
640,2.1984262466430664,18.368151359873867
660,2.1968588829040527,18.368151359873867
680,2.195976734161377,9.499408750492709
700,2.1992714405059814,9.499408750492709
720,2.1979572772979736,18.368151359873867
740,2.196810245513916,9.499408750492709
760,2.1961374282836914,11.903823413480488
780,2.1929242610931396,7.962160031533307
800,2.160647392272949,8.789909341742215
820,2.1414332389831543,9.026409144659047
840,2.1338586807250977,4.414662987780844
860,2.1201388835906982,13.007489160425699
880,2.0920135974884033,8.750492707922744
900,2.0407214164733887,6.306661411115491
920,2.006131172180176,8.6716594402838
940,2.0419983863830566,11.233740638549468
960,2.03440260887146,6.661411115490737
980,2.005789041519165,6.976744186046512
1000,1.9592318534851074,7.725660228616476
1020,1.9412341117858887,7.8439101300748915
1040,1.9784473180770874,7.686243594797005
1060,1.9717929363250732,7.686243594797005
1080,1.9764142036437988,7.646826960977532
1100,1.9208624362945557,7.80449349625542
1120,1.9473857879638672,7.686243594797005
1140,1.978696584701538,7.80449349625542
1160,1.9165024757385254,7.686243594797005
1180,1.9590883255004883,7.725660228616476
1200,2.0030267238616943,7.725660228616476
1220,1.9641789197921753,7.686243594797005
1240,1.985539436340332,6.976744186046512
1260,1.9874038696289062,8.750492707922744
1280,1.9197773933410645,8.6716594402838
1300,1.953779935836792,9.34174221521482
1320,1.9288697242736816,9.893575088687426
1340,1.9082427024841309,8.789909341742215
1360,1.9049866199493408,11.154907370910525
1380,1.8944262266159058,9.775325187229011
1400,1.904526948928833,8.435159637366969
1420,1.8855702877044678,9.026409144659047
1440,1.8528980016708374,10.40599132834056
1460,1.888779878616333,8.868742609381158
1480,1.8691173791885376,10.563657863618447
1500,1.8725545406341553,9.932991722506898
1520,1.8599879741668701,9.893575088687426
1540,1.8495616912841797,10.563657863618447
1560,1.8421969413757324,8.829325975561687
1580,1.8465843200683594,9.381158849034293
1600,1.8275792598724365,9.026409144659047
1620,1.789463758468628,10.60307449743792
1640,1.7746444940567017,10.011824990145842
1660,1.7990635633468628,12.061489948758377
1680,1.7823090553283691,11.824990145841545
1700,1.7883323431015015,10.484824595979504
1720,1.7877764701843262,13.125739061884115
1740,1.8127180337905884,10.40599132834056
1760,1.7786922454833984,10.090658257784785
1780,1.7824345827102661,10.484824595979504
1800,1.7825230360031128,10.563657863618447
1820,1.8050726652145386,10.287741426882144
1840,1.739601492881775,10.64249113125739
1860,1.7190072536468506,10.366574694521088
1880,1.7228057384490967,10.090658257784785
1900,1.765195369720459,10.445407962160031
1920,1.7350016832351685,10.327158060701617
1940,1.7915623188018799,10.130074891604258
1960,1.7363646030426025,10.484824595979504
1980,1.7841488122940063,10.248324793062672
2000,1.7676212787628174,10.327158060701617
2020,1.7540125846862793,10.327158060701617
2040,1.815575122833252,11.154907370910525
2060,1.746320128440857,11.194324004729996
2080,1.7625948190689087,10.563657863618447
2100,1.7243211269378662,11.824990145841545
2120,1.7692811489105225,10.760741032715806
2140,1.755737066268921,11.785573512022074
2160,1.719172477722168,12.33740638549468
2180,1.8020941019058228,11.824990145841545
2200,1.755740761756897,11.07607410327158
2220,1.7132623195648193,10.64249113125739
2240,1.777896523475647,11.07607410327158
2260,1.7220451831817627,10.878990934174222
2280,1.714179277420044,11.549073709105242
2300,1.7103326320648193,10.878990934174222
2320,1.6922575235366821,11.70674024438313
2340,1.7549316883087158,10.760741032715806
2360,1.7598426342010498,10.366574694521088
2380,1.6663774251937866,11.509657075285771
2400,1.7600572109222412,12.022073314938904
2420,1.7232025861740112,10.248324793062672
2440,1.7254602909088135,10.208908159243201
2460,1.7405232191085815,13.559322033898304
2480,1.7049994468688965,9.578242018131652
2500,1.6646150350570679,10.169491525423728
2520,1.6409858465194702,13.44107213243989
2540,1.6898448467254639,13.953488372093023
2560,1.6547852754592896,10.169491525423728
2580,1.6997755765914917,10.327158060701617
2600,1.7323083877563477,10.208908159243201
2620,1.6693925857543945,10.051241623965314
2640,1.6672344207763672,10.130074891604258
2660,1.7256062030792236,10.090658257784785
2680,1.699371337890625,9.932991722506898
2700,1.6754347085952759,9.972408356326369
2720,1.7176094055175781,10.090658257784785
2740,1.7305934429168701,10.169491525423728
2760,1.7111881971359253,10.130074891604258
2780,1.6775610446929932,10.130074891604258
2800,1.7043224573135376,12.613322822230982
2820,1.7006175518035889,11.430823807646828
2840,1.640913486480713,11.864406779661017
2860,1.6460278034210205,11.70674024438313
2880,1.6925065517425537,11.667323610563658
2900,1.6831691265106201,10.169491525423728
2920,1.681959867477417,10.957824201813166
2940,1.707551121711731,11.70674024438313
2960,1.655376672744751,12.770989357508869
2980,1.6208782196044922,11.746156878202601
3000,1.6517338752746582,11.70674024438313
3020,1.643014669418335,9.814741821048482
3040,1.6889092922210693,10.563657863618447
3060,1.6479368209838867,10.83957430035475
3080,1.6951158046722412,10.957824201813166
3100,1.7022387981414795,11.07607410327158
3120,1.631818413734436,9.775325187229011
3140,1.6374096870422363,12.061489948758377
3160,1.6299538612365723,8.198659834450138
3180,1.6809353828430176,11.549073709105242
3200,1.653378963470459,11.351990540007883
3220,1.643064022064209,10.366574694521088
3240,1.6605415344238281,13.086322428064642
3260,1.6376361846923828,11.03665746945211
3280,1.6615149974822998,10.721324398896334
3300,1.6273608207702637,10.248324793062672
3320,1.668789029121399,11.588490342924715
3340,1.6224992275238037,12.297989751675207
3360,1.6021652221679688,12.17973985021679
3380,1.6402478218078613,12.219156484036263
3400,1.6337623596191406,12.33740638549468
3420,1.6174960136413574,12.14032321639732
3440,1.6451458930969238,12.81040599132834
3460,1.6183412075042725,12.17973985021679
3480,1.623485803604126,12.297989751675207
3500,1.6220412254333496,12.416239653133623
3520,1.630611777305603,12.37682301931415
3540,1.6741515398025513,12.297989751675207
3560,1.6350650787353516,12.219156484036263
3580,1.6144754886627197,10.918407567993693
3600,1.6755096912384033,10.800157666535277
3620,1.6217132806777954,10.681907765076863
3640,1.6121680736541748,12.928655892786756
3660,1.609020709991455,11.70674024438313
3680,1.6265697479248047,10.681907765076863
3700,1.6179803609848022,9.932991722506898
3720,1.6104260683059692,10.40599132834056
3740,1.6556960344314575,10.563657863618447
3760,1.6178041696548462,11.509657075285771
3780,1.6252152919769287,11.667323610563658
3800,1.5972588062286377,10.83957430035475
3820,1.5974280834197998,11.70674024438313
3840,1.6104309558868408,12.495072920772566
3860,1.6169087886810303,10.800157666535277
3880,1.6313667297363281,13.243988963342531
3900,1.632699966430664,12.416239653133623
3920,1.60139000415802,10.484824595979504
3940,1.6570236682891846,13.559322033898304
3960,1.617562174797058,11.470240441466299
3980,1.653555154800415,9.34174221521482
4000,1.5922861099243164,10.957824201813166
4020,1.6078060865402222,10.051241623965314
4040,1.6092544794082642,12.495072920772566
4060,1.5816729068756104,13.795821836815136
4080,1.5942106246948242,13.046905794245172
4100,1.5890623331069946,8.829325975561687
4120,1.6127030849456787,12.889239258967285
4140,1.6234952211380005,12.770989357508869
4160,1.5814141035079956,12.81040599132834
4180,1.5542175769805908,12.770989357508869
4200,1.587958574295044,12.770989357508869
4220,1.6031148433685303,12.731572723689396
4240,1.6069157123565674,12.692156089869925
4260,1.6259777545928955,13.046905794245172
4280,1.6245806217193604,12.81040599132834
4300,1.5942840576171875,12.968072526606228
4320,1.5594511032104492,12.692156089869925
4340,1.5882174968719482,12.81040599132834
4360,1.6333584785461426,9.775325187229011
4380,1.6568694114685059,10.169491525423728
4400,1.5929224491119385,10.681907765076863
4420,1.5967280864715576,11.982656681119433
4440,1.5534517765045166,10.445407962160031
4460,1.582592487335205,12.17973985021679
4480,1.6266121864318848,11.27315727236894
4500,1.5701876878738403,12.652739456050453
4520,1.590273141860962,11.903823413480488
4540,1.5319780111312866,12.416239653133623
4560,1.5587048530578613,12.022073314938904
4580,1.6025580167770386,11.982656681119433
4600,1.5646750926971436,12.17973985021679
4620,1.5773684978485107,11.470240441466299
4640,1.5746890306472778,11.430823807646828
4660,1.570910930633545,11.903823413480488
4680,1.6295114755630493,13.401655498620418
4700,1.5290935039520264,12.652739456050453
4720,1.6208724975585938,12.968072526606228
4740,1.5744880437850952,11.588490342924715
4760,1.6181222200393677,12.455656286953094
4780,1.5526347160339355,9.972408356326369
4800,1.6033481359481812,11.509657075285771
4820,1.5708426237106323,11.27315727236894
4840,1.5677025318145752,11.785573512022074
4860,1.6171605587005615,11.194324004729996
4880,1.5564560890197754,12.731572723689396
4900,1.528862714767456,12.022073314938904
4920,1.5923349857330322,11.746156878202601
4940,1.5487744808197021,11.785573512022074
4960,1.532484531402588,11.903823413480488
4980,1.486276626586914,11.94324004729996
5000,1.5734083652496338,11.864406779661017
5020,1.6127678155899048,11.864406779661017
5040,1.5701864957809448,12.022073314938904
5060,1.545505166053772,11.864406779661017
5080,1.5689563751220703,11.903823413480488
5100,1.585615873336792,11.785573512022074
5120,1.5728363990783691,11.94324004729996
5140,1.5517548322677612,11.824990145841545
5160,1.5468251705169678,13.362238864800945
5180,1.5512096881866455,12.495072920772566
5200,1.570670485496521,12.770989357508869
5220,1.531808614730835,12.849822625147812
5240,1.5171200037002563,11.94324004729996
5260,1.5773570537567139,12.613322822230982
5280,1.60846745967865,12.37682301931415
5300,1.553005337715149,13.086322428064642
5320,1.6058155298233032,12.652739456050453
5340,1.5714397430419922,13.519905400078834
5360,1.5514006614685059,11.430823807646828
5380,1.5247828960418701,13.165155695703588
5400,1.5201897621154785,11.70674024438313
5420,1.575817584991455,12.731572723689396
5440,1.4947669506072998,13.086322428064642
5460,1.6282944679260254,12.258573117855736
5480,1.5962395668029785,9.578242018131652
5500,1.5548526048660278,9.932991722506898
5520,1.4846346378326416,10.445407962160031
5540,1.5369454622268677,12.022073314938904
5560,1.5808308124542236,13.953488372093023
5580,1.573749303817749,14.07173827355144
5600,1.5390214920043945,12.534489554592037
5620,1.554444670677185,9.262908947575877
5640,1.521487832069397,11.627906976744185
5660,1.506593108177185,12.968072526606228
5680,1.5563733577728271,11.430823807646828
5700,1.6209309101104736,11.391407173827355
5720,1.5387914180755615,11.549073709105242
5740,1.5751159191131592,11.351990540007883
5760,1.5254257917404175,11.470240441466299
5780,1.5946521759033203,11.588490342924715
5800,1.5433790683746338,11.391407173827355
5820,1.5070399045944214,11.351990540007883
5840,1.5440402030944824,11.351990540007883
5860,1.552642822265625,11.588490342924715
5880,1.561868667602539,11.27315727236894
5900,1.5862261056900024,11.233740638549468
5920,1.4896886348724365,9.53882538431218
5940,1.5521306991577148,10.681907765076863
5960,1.5501677989959717,10.248324793062672
5980,1.5362884998321533,11.70674024438313
6000,1.4724876880645752,11.94324004729996
6020,1.5598657131195068,12.37682301931415
6040,1.556300163269043,11.351990540007883
6060,1.533483862876892,11.785573512022074
6080,1.5366740226745605,11.746156878202601
6100,1.5210293531417847,10.997240835632637
6120,1.5276854038238525,10.83957430035475
6140,1.5515332221984863,11.27315727236894
6160,1.522031545639038,12.14032321639732
6180,1.5175470113754272,11.627906976744185
6200,1.5315865278244019,11.982656681119433
6220,1.435699224472046,11.115490737091053
6240,1.5639311075210571,13.559322033898304
6260,1.5781376361846924,13.362238864800945
6280,1.558379054069519,13.559322033898304
6300,1.526806116104126,10.878990934174222
6320,1.5502831935882568,9.10524241229799
6340,1.5538867712020874,12.297989751675207
6360,1.4862726926803589,12.534489554592037
6380,1.5339245796203613,11.115490737091053
6400,1.5504019260406494,10.524241229798974
6420,1.5032581090927124,10.997240835632637
6440,1.5352976322174072,11.03665746945211
6460,1.5545175075531006,11.03665746945211
6480,1.5726693868637085,11.27315727236894
6500,1.4914264678955078,11.03665746945211
6520,1.5507434606552124,11.233740638549468
6540,1.525191307067871,10.918407567993693
6560,1.5129327774047852,11.07607410327158
6580,1.5356686115264893,11.233740638549468
6600,1.5083510875701904,10.878990934174222
6620,1.494140625,11.194324004729996
6640,1.537426233291626,11.154907370910525
6660,1.502291202545166,11.312573906188412
6680,1.5495648384094238,11.115490737091053
6700,1.5056350231170654,11.864406779661017
6720,1.489624261856079,12.219156484036263
6740,1.4552226066589355,11.154907370910525
6760,1.483220100402832,11.27315727236894
6780,1.44669508934021,12.416239653133623
6800,1.5131210088729858,12.889239258967285
6820,1.4862148761749268,11.549073709105242
6840,1.464844822883606,11.864406779661017
6860,1.5027122497558594,11.864406779661017
6880,1.4847158193588257,12.061489948758377
6900,1.4531865119934082,14.741821048482459
6920,1.520646572113037,13.283405597162002
6940,1.4714949131011963,11.588490342924715
6960,1.4583075046539307,13.480488766259361
6980,1.536947250366211,11.351990540007883
7000,1.465606927871704,11.903823413480488
7020,1.5139696598052979,14.741821048482459
7040,1.4827702045440674,11.115490737091053
7060,1.5686756372451782,12.14032321639732
7080,1.4674291610717773,10.563657863618447
7100,1.519360899925232,13.086322428064642
7120,1.4600005149841309,12.495072920772566
7140,1.5198163986206055,14.032321639731967
7160,1.4938251972198486,12.928655892786756
7180,1.4560284614562988,12.258573117855736
7200,1.524165391921997,15.37248718959401
7220,1.5015153884887695,12.495072920772566
7240,1.4841010570526123,11.115490737091053
7260,1.5399326086044312,11.351990540007883
7280,1.5259393453598022,11.233740638549468
7300,1.5583672523498535,11.154907370910525
7320,1.5040497779846191,11.194324004729996
7340,1.5014429092407227,11.115490737091053
7360,1.5445231199264526,11.312573906188412
7380,1.5279505252838135,11.194324004729996
7400,1.4761029481887817,11.27315727236894
7420,1.4660179615020752,11.154907370910525
7440,1.509589672088623,11.194324004729996
7460,1.4945303201675415,11.233740638549468
7480,1.516711711883545,12.652739456050453
7500,1.4831702709197998,11.746156878202601
7520,1.4394785165786743,12.81040599132834
7540,1.525540828704834,13.086322428064642
7560,1.4518717527389526,13.953488372093023
7580,1.4969244003295898,13.559322033898304
7600,1.4358162879943848,13.87465510445408
7620,1.4691061973571777,12.061489948758377
7640,1.5308282375335693,12.33740638549468
7660,1.456307053565979,14.30823807646827
7680,1.513552188873291,13.795821836815136
7700,1.4553245306015015,12.17973985021679
7720,1.5406204462051392,13.007489160425699
7740,1.432044267654419,12.022073314938904
7760,1.5089757442474365,12.416239653133623
7780,1.457837700843811,12.14032321639732
7800,1.5166064500808716,12.731572723689396
7820,1.482614517211914,16.23965313362239
7840,1.4387528896331787,14.741821048482459
7860,1.531298041343689,10.878990934174222
7880,1.4898245334625244,12.652739456050453
7900,1.5216772556304932,9.932991722506898
7920,1.4645923376083374,9.381158849034293
7940,1.4511107206344604,12.57390618841151
7960,1.489119291305542,14.11115490737091
7980,1.4921324253082275,12.061489948758377
8000,1.4512710571289062,13.165155695703588
8020,1.5234723091125488,14.860070949940875
8040,1.4731769561767578,15.057154119038234
8060,1.4869441986083984,14.584154513204572
8080,1.4847819805145264,15.254237288135593
8100,1.4767775535583496,14.820654316121404
8120,1.481400966644287,15.017737485218762
8140,1.5381522178649902,14.938904217579818
8160,1.5389585494995117,14.820654316121404
8180,1.4787559509277344,14.860070949940875
8200,1.4567205905914307,14.938904217579818
8220,1.5497300624847412,14.781237682301931
8240,1.5228359699249268,14.544737879385101
8260,1.529038667678833,11.312573906188412
8280,1.4898558855056763,13.67757193535672
8300,1.4162554740905762,12.534489554592037
8320,1.4777324199676514,13.835238470634607
8340,1.5054980516433716,13.519905400078834
8360,1.4583632946014404,14.268821442648798
8380,1.5318567752838135,13.953488372093023
8400,1.4273256063461304,12.928655892786756
8420,1.487767219543457,11.982656681119433
8440,1.4899264574050903,13.756405202995664
8460,1.506577730178833,13.362238864800945
8480,1.4527668952941895,13.716988569176193
8500,1.4587950706481934,14.584154513204572
8520,1.395173192024231,12.455656286953094
8540,1.4280768632888794,12.219156484036263
8560,1.4893949031829834,13.243988963342531
8580,1.480146884918213,15.057154119038234
8600,1.4406217336654663,11.509657075285771
8620,1.512430191040039,12.731572723689396
8640,1.4613721370697021,13.362238864800945
8660,1.461493968963623,13.598738667717777
8680,1.4526196718215942,13.125739061884115
8700,1.4985671043395996,12.770989357508869
8720,1.4955147504806519,13.243988963342531
8740,1.4340496063232422,13.67757193535672
8760,1.4669189453125,11.667323610563658
8780,1.4856784343719482,12.297989751675207
8800,1.4888722896575928,10.721324398896334
