step,loss,accuracy
0,2.153970241546631,4.887662593614506
20,2.0094423294067383,5.478912100906583
40,1.7484365701675415,7.8439101300748915
60,1.705831527709961,8.711076074103271
80,1.5446743965148926,8.474576271186441
100,1.8012728691101074,6.661411115490737
120,1.5727460384368896,15.451320457232953
140,1.6545124053955078,14.741821048482459
160,1.6484938859939575,13.480488766259361
180,1.2184836864471436,14.584154513204572
200,1.5400382280349731,6.424911312573906
220,1.5773136615753174,7.292077256602286
240,1.575835108757019,10.484824595979504
260,1.2791765928268433,10.563657863618447
280,1.4926543235778809,13.204572329523058
300,1.4202392101287842,8.90815924320063
320,1.4841759204864502,7.60741032715806
340,1.4734575748443604,10.800157666535277
360,1.3945386409759521,11.509657075285771
380,1.5183569192886353,13.756405202995664
400,1.3753809928894043,10.563657863618447
420,1.4549133777618408,10.60307449743792
440,1.6161019802093506,12.33740638549468
460,1.5225892066955566,18.28931809223492
480,1.382469892501831,9.026409144659047
500,1.2595584392547607,15.569570358691367
520,1.4401304721832275,15.884903429247142
540,1.2862248420715332,14.07173827355144
560,1.3149244785308838,13.243988963342531
580,1.1547894477844238,10.878990934174222
600,1.316739559173584,16.23965313362239
620,1.4560661315917969,11.27315727236894
640,1.562139868736267,11.194324004729996
660,1.2749333381652832,14.584154513204572
680,1.4205107688903809,10.681907765076863
700,1.374147891998291,11.391407173827355
720,1.3082952499389648,14.820654316121404
740,1.387587308883667,14.899487583760347
760,1.5120418071746826,16.47615293653922
780,1.327868938446045,17.382735514387072
800,1.4603111743927002,21.91564840362633
820,1.2062489986419678,18.841150965707527
840,1.152730107307434,13.953488372093023
860,1.1823811531066895,12.613322822230982
880,1.1745193004608154,13.204572329523058
900,1.4013001918792725,20.338983050847457
920,1.1273646354675293,12.416239653133623
940,1.0375754833221436,17.461568782026013
960,1.4121983051300049,15.84548679542767
980,1.0175846815109253,16.0819865983445
1000,0.9164474010467529,12.770989357508869
1020,1.1179771423339844,20.260149783208515
1040,1.2028536796569824,20.1418998817501
1060,1.1060646772384644,14.032321639731967
1080,1.1078948974609375,16.75206937327552
1100,1.1498979330062866,13.91407173827355
1120,1.2417303323745728,15.017737485218762
1140,1.2185710668563843,12.258573117855736
1160,1.5918011665344238,17.461568782026013
1180,1.459653377532959,21.127315727236894
1200,1.1736623048782349,17.57981868348443
1220,1.041670560836792,22.11273157272369
1240,1.1306676864624023,14.189988175009853
1260,1.2360258102416992,9.420575482853764
1280,1.353969693183899,17.382735514387072
1300,1.2733348608016968,15.254237288135593
1320,0.9948127865791321,14.860070949940875
1340,0.915485143661499,14.07173827355144
1360,1.273769736289978,15.530153724871896
1380,1.1113777160644531,16.633819471817105
1400,1.2576686143875122,12.14032321639732
1420,1.005380630493164,17.698068584942845
1440,1.332972764968872,18.407567993693338
1460,1.2624069452285767,15.17540402049665
1480,1.0308313369750977,14.11115490737091
1500,1.1274278163909912,12.495072920772566
1520,1.205114722251892,19.11706740244383
1540,1.1488925218582153,16.791486007094996
1560,0.9960412979125977,20.023649980291683
1580,1.246095061302185,18.801734331888056
1600,1.125983476638794,18.880567599527
1620,1.0542330741882324,21.91564840362633
